article_id,title,summary,content,url,published_at,label_sentiment,label_sector_ok,label_risk_categories,label_evidence_ok,notes
rss-85d8bdac1dd36143,Dow Inc. (DOW) Stock Sinks As Market Gains: Here's Why,"In the latest trading session, Dow Inc. (DOW) closed at $27.33, marking a -1.37% move from the previous day.","In the latest trading session, Dow Inc. (DOW) closed at $27.33, marking a -1.37% move from the previous day.","=HYPERLINK(""https://finance.yahoo.com/markets/stocks/articles/dow-inc-dow-stock-sinks-221504357.html?.tsrc=rss"",""打开原文"")",2026-07-06T22:15:04+00:00,positive,1,,,
rss-763f7d315ae1aca8,Iran war windfall puts Big Oil on collision course with Trump,"America’s Big Oil groups are set to post record profits stemming from Donald Trump’s Iran war, setting them on a collision course with the US...","America’s Big Oil groups are set to post record profits stemming from Donald Trump’s Iran war, setting them on a collision course with the US...","=HYPERLINK(""https://finance.yahoo.com/energy/articles/iran-war-windfall-puts-big-040032339.html?.tsrc=rss"",""打开原文"")",2026-07-09T04:00:32+00:00,positive,1,,,
rss-b600786091aa6fda,BHP-backed I-Pulse wins $250 million US CHIPS award for silicon-carbide semiconductors,"Mining giant BHP-backed I-Pulse said on Thursday it had ‌signed an agreement with the U.S. ‌Department of Commerce for a $250 million award to ​advance its semiconductor and pulsed-power technology. The award from the department's CHIPS Research and Development Office is aimed at supporting U.S. semiconductor ‌research, domestic ⁠manufacturing capacity and supply-chain resilience. The company, co-founded by mining financier ⁠Robert Friedland and Chief Technology Officer Laurent Frescaline, said the funding would help ​develop high-performance ​silicon-carbide semiconductor components ​used in pulsed-power ‌systems.","Mining giant BHP-backed I-Pulse said on Thursday it had ‌signed an agreement with the U.S. ‌Department of Commerce for a $250 million award to ​advance its semiconductor and pulsed-power technology. The award from the department's CHIPS Research and Development Office is aimed at supporting U.S. semiconductor ‌research, domestic ⁠manufacturing capacity and supply-chain resilience. The company, co-founded by mining financier ⁠Robert Friedland and Chief Technology Officer Laurent Frescaline, said the funding would help ​develop high-performance ​silicon-carbide semiconductor components ​used in pulsed-power ‌systems.","=HYPERLINK(""https://finance.yahoo.com/technology/articles/bhp-backed-pulse-wins-250-215631548.html?.tsrc=rss"",""打开原文"")",2026-06-25T21:56:31+00:00,positive,0,,,
rss-fd38549425e522a6,Sector Update: Healthcare Stocks Gain Late Afternoon,"Healthcare stocks were higher late Thursday afternoon, with the NYSE Healthcare Index and the State","Healthcare stocks were higher late Thursday afternoon, with the NYSE Healthcare Index and the State","=HYPERLINK(""https://finance.yahoo.com/healthcare/articles/sector-healthcare-stocks-gain-afternoon-193434044.html?.tsrc=rss"",""打开原文"")",2026-07-02T19:34:34+00:00,positive,1,,,
rss-71a5e06466642664,Rivian Stock Soars on Target Price Hike. There’s Just One Problem.,"Rivian stock soared again Monday after J.P. Morgan boosted its price target for the EV maker’s shares. The problem: Rivian’s recent hot streak has taken the stock beyond what J.P. Morgan and the rest of Wall Street think it is actually worth. The move came after analyst Rajat Gupta raised his price target to $15 per share from $9 per share, following Rivian’s recent delivery report.","Rivian stock soared again Monday after J.P. Morgan boosted its price target for the EV maker’s shares. The problem: Rivian’s recent hot streak has taken the stock beyond what J.P. Morgan and the rest of Wall Street think it is actually worth. The move came after analyst Rajat Gupta raised his price target to $15 per share from $9 per share, following Rivian’s recent delivery report.","=HYPERLINK(""https://finance.yahoo.com/m/54ffb743-8605-32de-b387-08750b23695c/rivian-stock-soars-on-target.html?.tsrc=rss"",""打开原文"")",2026-07-06T16:57:00+00:00,negative,0,demand risk,0,
rss-2f58cb6f9f62fef2,Boeing Says ‘Unplanned IT Outage’ Hit Computer Systems as Factory Work From Washington to Florida was Disrupted,"Boeing Co.’s commercial and military aircraft production was significantly disrupted coast-to-coast by an unplanned IT outage on Monday, the crucial final day of the financial quarter for the aerospace giant. Outage Hits Factories Across Boeing Network According to a report...","Boeing Co.’s commercial and military aircraft production was significantly disrupted coast-to-coast by an unplanned IT outage on Monday, the crucial final day of the financial quarter for the aerospace giant. Outage Hits Factories Across Boeing Network According to a report...","=HYPERLINK(""https://finance.yahoo.com/technology/articles/boeing-says-unplanned-outage-hit-150058744.html?.tsrc=rss"",""打开原文"")",2026-07-03T15:00:58+00:00,negative,1,credit risk,0,
rss-e62a946847536b5f,"Physical AI has reached commercialisation, but scaling remains the hard part, says Citi","Physical AI has moved from promise to commercial reality, but deploying robots at scale remains the industry's central challenge, according to Citi. The conclusion follows the bank's fourth annual Robotics and Physical AI Leadership Conference, which gathered founders, investors and operators...","Physical AI has moved from promise to commercial reality, but deploying robots at scale remains the industry's central challenge, according to Citi. The conclusion follows the bank's fourth annual Robotics and Physical AI Leadership Conference, which gathered founders, investors and operators...","=HYPERLINK(""https://www.proactiveinvestors.com/companies/news/1095194/physical-ai-has-reached-commercialisation-but-scaling-remains-the-hard-part-says-citi-1095194.html?.tsrc=rss"",""打开原文"")",2026-07-09T10:39:00+00:00,negative,0,none,,
rss-adf9d333fca35e80,"A 2.86% Yield, 0.08% Fee, and 75 Stocks: Is HDV the Anti-Hype ETF?","Dividend funds pulled in $24.1 billion in the first quarter of 2026, their strongest opening quarter in four years, and a lot of that cash went looking for a boring place to hide from AI-hype exhaustion. The iShares Core High Dividend ETF (NYSEARCA:HDV) is one of them. HDV holds 75 positions, charges 0.08%, and yields ... A 2.86% Yield, 0.08% Fee, and 75 Stocks: Is HDV the Anti-Hype ETF?","Dividend funds pulled in $24.1 billion in the first quarter of 2026, their strongest opening quarter in four years, and a lot of that cash went looking for a boring place to hide from AI-hype exhaustion. The iShares Core High Dividend ETF (NYSEARCA:HDV) is one of them. HDV holds 75 positions, charges 0.08%, and yields ... A 2.86% Yield, 0.08% Fee, and 75 Stocks: Is HDV the Anti-Hype ETF?","=HYPERLINK(""https://247wallst.com/personal-finance/2026/07/06/a-2-86-yield-0-08-fee-and-75-stocks-is-hdv-the-anti-hype-etf/?.tsrc=rss"",""打开原文"")",2026-07-06T19:05:42+00:00,positive,0,,,
rss-8b0490ab00ccd63f,Action-starved traders look to small-cap stocks for the next big move,One of the biggest options trades in the entire market Thursday seems to suggest small caps might lead the next move up or down.,One of the biggest options trades in the entire market Thursday seems to suggest small caps might lead the next move up or down.,"=HYPERLINK(""https://www.cnbc.com/2026/07/09/action-starved-traders-look-to-small-cap-stocks-for-the-next-big-move.html"",""打开原文"")",2026-07-09T17:58:07+00:00,neutral,0,,,
rss-860c388ad7b45fc3,Netflix (NFLX) Gained From Multiple Tailwinds,"RiverPark Advisors, an investment advisory firm and sponsor of the RiverPark family of mutual funds, released its “RiverPark Large Growth Fund” Q1 2026 investor letter. A copy of the letter can be downloaded here. The US stock market declined in the quarter with the S&P 500 index (“S&P”) and the Russell 1000 Growth index (“RLG”) […]","RiverPark Advisors, an investment advisory firm and sponsor of the RiverPark family of mutual funds, released its “RiverPark Large Growth Fund” Q1 2026 investor letter. A copy of the letter can be downloaded here. The US stock market declined in the quarter with the S&P 500 index (“S&P”) and the Russell 1000 Growth index (“RLG”) […]","=HYPERLINK(""https://finance.yahoo.com/markets/stocks/articles/netflix-nflx-gained-multiple-tailwinds-145759503.html?.tsrc=rss"",""打开原文"")",2026-07-06T14:57:59+00:00,positive,0,,,
rss-3cee3be79e772529,Apollo's Sløk: The market faces big risks if hyperscalers' AI profits get delayed,"If hyperscaler cash flow can't accelerate as Wall Street expects, the market could face a series of risks, Apollo's Torsten Sløk says.","If hyperscaler cash flow can't accelerate as Wall Street expects, the market could face a series of risks, Apollo's Torsten Sløk says.","=HYPERLINK(""https://finance.yahoo.com/markets/article/apollos-sl%C3%B8k-the-market-faces-big-risks-if-hyperscalers-ai-profits-get-delayed-161708773.html?.tsrc=rss"",""打开原文"")",2026-07-09T16:17:08+00:00,negative,0,liquidity risk,0,
rss-ca85c9b40cbba823,"RBC slashes Dow target by 45%, warns recent rally may not last","Investing.com -- RBC Capital Markets downgraded Dow to Sector Perform from Outperform and cut its price target to $28 from $51, saying recent gains in polyethylene prices are likely to prove short-lived while the company's multibillion-dollar Alberta petrochemicals project will continue to strain cash flow.","Investing.com -- RBC Capital Markets downgraded Dow to Sector Perform from Outperform and cut its price target to $28 from $51, saying recent gains in polyethylene prices are likely to prove short-lived while the company's multibillion-dollar Alberta petrochemicals project will continue to strain cash flow.","=HYPERLINK(""https://finance.yahoo.com/markets/stocks/articles/rbc-slashes-dow-target-45-123526157.html?.tsrc=rss"",""打开原文"")",2026-07-01T12:35:26+00:00,negative,1,liquidity risk,1,
rss-9a5cbbd0946afafe,"$500 a Month in These Stocks Will Generate $6,700 in Passive Annual Income","Passive income is the paycheck that arrives whether you show up or not. Wages depend on a functioning employer, a healthy economy, and the continued willingness of both to keep the seat warm. Dividend income depends on a company writing a check every 90 days, and for a handful of blue chips, that check has ... $500 a Month in These Stocks Will Generate $6,700 in Passive Annual Income","Passive income is the paycheck that arrives whether you show up or not. Wages depend on a functioning employer, a healthy economy, and the continued willingness of both to keep the seat warm. Dividend income depends on a company writing a check every 90 days, and for a handful of blue chips, that check has ... $500 a Month in These Stocks Will Generate $6,700 in Passive Annual Income","=HYPERLINK(""https://247wallst.com/investing/2026/07/02/500-a-month-in-these-stocks-will-generate-6700-in-passive-annual-income/?.tsrc=rss"",""打开原文"")",2026-07-02T15:02:53+00:00,positive,0,,,
rss-85947c545b9bee40,Creating Shareholder Value Through a Possible Prologis and SEGRO Combination,"Following its announcement on 24 June 2026 regarding a possible all-share combination with SEGRO plc (""SEGRO""), Prologis, Inc. (""Prologis"") today published an investor presentation setting out the strategic and financial rationale for the proposed combination and the value Prologis believes it could create for SEGRO shareholders.","Following its announcement on 24 June 2026 regarding a possible all-share combination with SEGRO plc (""SEGRO""), Prologis, Inc. (""Prologis"") today published an investor presentation setting out the strategic and financial rationale for the proposed combination and the value Prologis believes it could create for SEGRO shareholders.","=HYPERLINK(""https://finance.yahoo.com/markets/stocks/articles/creating-shareholder-value-possible-prologis-061400291.html?.tsrc=rss"",""打开原文"")",2026-06-30T06:14:00+00:00,positive,1,,,
rss-0e32fcc77a10546b,"Waymo, Tesla must fix a dangerous issue with their robotaxis, NHTSA says","The future of U.S. roadways will feature a lot more automated vehicles, so the country must work out the kinks now before the AV population starts really increasing. One of the biggest issues already poking its head through is the multiple instances of automated vehicles driving through or ...","The future of U.S. roadways will feature a lot more automated vehicles, so the country must work out the kinks now before the AV population starts really increasing. One of the biggest issues already poking its head through is the multiple instances of automated vehicles driving through or ...","=HYPERLINK(""https://www.thestreet.com/technology/nhtsa-warns-tesla-waymo-serious-issue?.tsrc=rss"",""打开原文"")",2026-07-10T22:33:00+00:00,negative,1,none,,
rss-4bdd09e65aae3369,Can PPL's Balanced Energy Portfolio Fuel Long-Term Earnings Growth?,"PPL's balanced portfolio and regulated utilities support decarbonization, stable cash flows and long-term earnings growth as electricity demand rises.","PPL's balanced portfolio and regulated utilities support decarbonization, stable cash flows and long-term earnings growth as electricity demand rises.","=HYPERLINK(""https://finance.yahoo.com/energy/articles/ppls-balanced-energy-portfolio-fuel-163400797.html?.tsrc=rss"",""打开原文"")",2026-07-07T16:34:00+00:00,positive,1,,,
rss-94ab24dc1f2f1899,Boeing (BA) Returns To China With Seven Plane Cargo Order From China Southern,"China Southern Airlines has ordered seven Boeing freighter aircraft, including 777-8 freighters. The deal marks Boeing's return to China's commercial market after years of limited orders. The order comes during ongoing trade and political tensions between the United States and China. For investors tracking Boeing (NYSE:BA), this cargo deal with China Southern Airlines reopens a key commercial channel in the world's second largest aviation market. Boeing supplies commercial jets, defense...","China Southern Airlines has ordered seven Boeing freighter aircraft, including 777-8 freighters. The deal marks Boeing's return to China's commercial market after years of limited orders. The order comes during ongoing trade and political tensions between the United States and China. For investors tracking Boeing (NYSE:BA), this cargo deal with China Southern Airlines reopens a key commercial channel in the world's second largest aviation market. Boeing supplies commercial jets, defense...","=HYPERLINK(""https://finance.yahoo.com/markets/stocks/articles/boeing-ba-returns-china-seven-210837266.html?.tsrc=rss"",""打开原文"")",2026-06-30T21:08:37+00:00,neutral,1,,,
rss-9a8db6b48a462874,"Don’t Buy Tesla Stock, Analyst Says, Despite ‘Immense’ Potential","Citizens analyst Andrew Boone launched coverage of Tesla stock with a Hold rating and no price target. Tesla has all the “necessary assets to materially advance and create true abundance by automating labor,” including AI models, semiconductors, advanced manufacturing, batteries and Elon Musk, wrote Boone. Despite the lack of earnings, Tesla stock was up about 65% since the Austin launch, coming into Thursday.","Citizens analyst Andrew Boone launched coverage of Tesla stock with a Hold rating and no price target. Tesla has all the “necessary assets to materially advance and create true abundance by automating labor,” including AI models, semiconductors, advanced manufacturing, batteries and Elon Musk, wrote Boone. Despite the lack of earnings, Tesla stock was up about 65% since the Austin launch, coming into Thursday.","=HYPERLINK(""https://finance.yahoo.com/m/635dc150-10fd-304e-a362-290ac47aec02/don%E2%80%99t-buy-tesla-stock%2C.html?.tsrc=rss"",""打开原文"")",2026-07-09T14:07:00+00:00,negative,1,valuation risk;earnings risk,0,
rss-bd02ef851356b628,Geron Corporation Reports Inducement Grants Under Nasdaq Listing Rule 5635(c)(4),"FOSTER CITY, Calif., June 18, 2026 (GLOBE NEWSWIRE) -- Geron Corporation (NASDAQ: GERN ), a commercial stage biopharmaceutical company, today reported that, effective June 17, 2026, it granted stock options to purchase an aggregate of 690,000 shares of common stock to eight newly hired employees as an inducement material to such employees' acceptance of employment with Geron. The stock options have an exercise price of $1.23 per share, which is equal to the closing price of Geron's common stock on the grant date, have a ten-year term and vest over four years, with 12.5% of ... Full story available on Benzinga.com","FOSTER CITY, Calif., June 18, 2026 (GLOBE NEWSWIRE) -- Geron Corporation (NASDAQ: GERN ), a commercial stage biopharmaceutical company, today reported that, effective June 17, 2026, it granted stock options to purchase an aggregate of 690,000 shares of common stock to eight newly hired employees as an inducement material to such employees' acceptance of employment with Geron. The stock options have an exercise price of $1.23 per share, which is equal to the closing price of Geron's common stock on the grant date, have a ten-year term and vest over four years, with 12.5% of ... Full story available on Benzinga.com","=HYPERLINK(""https://www.benzinga.com/pressreleases/26/06/g53291282/geron-corporation-reports-inducement-grants-under-nasdaq-listing-rule-5635-c-4?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel"",""打开原文"")",2026-06-18T20:01:00+00:00,positive,0,,,
rss-88bd7f5d0fd2ae72,Sector Update: Healthcare Stocks Decline Late Afternoon,"Healthcare stocks were lower late Friday afternoon, with the NYSE Healthcare Index decreasing 0.7% a","Healthcare stocks were lower late Friday afternoon, with the NYSE Healthcare Index decreasing 0.7% a","=HYPERLINK(""https://finance.yahoo.com/healthcare/articles/sector-healthcare-stocks-decline-afternoon-195046802.html?.tsrc=rss"",""打开原文"")",2026-07-10T19:50:46+00:00,negative,1,none,,
rss-ad08d1f1b455381b,Costco makes payment change that could speed up checkout for members,"Costco has expanded its digital wallet feature, allowing members to link any Visa card to the Costco app for faster checkout at registers.","Costco has expanded its digital wallet feature, allowing members to link any Visa card to the Costco app for faster checkout at registers.","=HYPERLINK(""https://www.foxbusiness.com/economy/costco-makes-payment-change-could-speed-up-checkout-members?.tsrc=rss"",""打开原文"")",2026-07-09T01:24:03+00:00,neutral,1,,,
rss-d8535d69b3a2bcc4,Jefferies flags buying opportunities as Iran conflict reshapes European energy,,,"=HYPERLINK(""https://www.investing.com/news/stock-market-news/jefferies-flags-buying-opportunities-as-iran-conflict-reshapes-european-energy-4787254"",""打开原文"")",2026-07-11T11:57:59+00:00,positive,0,,,
rss-90de85a493b60bee,3 High-Yield Dividends That Pay You Soon (But You Must Act Quickly),"Income investors watching the calendar have a narrow window this week. Three of the market’s most widely held high-yield names are about to lock their next payment rosters, and the buy-by deadlines are close enough that a delayed brokerage order could push readers a full quarter down the line before the next check clears. The ... 3 High-Yield Dividends That Pay You Soon (But You Must Act Quickly)","Income investors watching the calendar have a narrow window this week. Three of the market’s most widely held high-yield names are about to lock their next payment rosters, and the buy-by deadlines are close enough that a delayed brokerage order could push readers a full quarter down the line before the next check clears. The ... 3 High-Yield Dividends That Pay You Soon (But You Must Act Quickly)","=HYPERLINK(""https://247wallst.com/investing/2026/07/08/3-high-yield-dividends-that-pay-you-soon-but-you-must-act-quickly/?.tsrc=rss"",""打开原文"")",2026-07-08T20:07:27+00:00,positive,0,,,
rss-983fd826ab753013,MAC Trends to Watch as Redevelopment and Demand Reshape Growth,"Macerich benefits from demand for Class A mall space as redevelopments, anchor reuse and selective acquisitions aim to lift growth despite digital and tenant pressures.","Macerich benefits from demand for Class A mall space as redevelopments, anchor reuse and selective acquisitions aim to lift growth despite digital and tenant pressures.","=HYPERLINK(""https://finance.yahoo.com/real-estate/articles/mac-trends-watch-redevelopment-demand-174900833.html?.tsrc=rss"",""打开原文"")",2026-06-16T17:49:00+00:00,positive,1,,,
rss-c231ef64bfd2f613,"Costco shares fall after June sales update, Bank of America remains bullish","Costco Wholesale Corporation (NASDAQ:COST, XETRA:CTO) shares fell about 4% to $913 on Wednesday after the warehouse retailer reported a moderation in June comparable sales growth, though Bank of America analysts maintained their ‘Buy’ rating, arguing the company's value-focused strategy and...","Costco Wholesale Corporation (NASDAQ:COST, XETRA:CTO) shares fell about 4% to $913 on Wednesday after the warehouse retailer reported a moderation in June comparable sales growth, though Bank of America analysts maintained their ‘Buy’ rating, arguing the company's value-focused strategy and...","=HYPERLINK(""https://www.proactiveinvestors.com/companies/news/1095224/costco-shares-fall-after-june-sales-update-bank-of-america-remains-bullish-1095224.html?.tsrc=rss"",""打开原文"")",2026-07-09T19:29:00+00:00,positive,1,,,
rss-17604e6857cd3981,"Today's Market: Dow Plunges 800 Points, Nasdaq and S&P 500 Fall 1% After Trump's Iran Warning",Wall Street Slides After Trump's Iran Warning Ignites Oil Rally,Wall Street Slides After Trump's Iran Warning Ignites Oil Rally,"=HYPERLINK(""https://finance.yahoo.com/markets/articles/todays-market-dow-plunges-800-163150918.html?.tsrc=rss"",""打开原文"")",2026-07-08T16:31:50+00:00,negative,0,macro risk,0,
rss-a7e6a95b7ae2177c,"Top Stock Picks for Week of July 6, 2026",An Equipment Provider for Semiconductor Makers and a Global Construction and Mining Company Known for Iconic Yellow Machines in Focus.,An Equipment Provider for Semiconductor Makers and a Global Construction and Mining Company Known for Iconic Yellow Machines in Focus.,"=HYPERLINK(""https://finance.yahoo.com/markets/stocks/articles/top-stock-picks-week-july-215800646.html?.tsrc=rss"",""打开原文"")",2026-07-06T21:58:00+00:00,positive,0,,,
rss-9dfb6218f74cd029,Options -- The Striking Price: Hedging Is Disappearing. It's a Huge Market Risk. -- Barron's - Moomoo,Options -- The Striking Price: Hedging Is Disappearing. It's a Huge Market Risk. -- Barron's Moomoo,Options -- The Striking Price: Hedging Is Disappearing. It's a Huge Market Risk. -- Barron's Moomoo,"=HYPERLINK(""https://news.google.com/rss/articles/CBMioAFBVV95cUxNTlAxM1NGbkFqekhGaFJFaE1ZUFZ5dWlWZWwtVWNWWFpRSHNpbFhZYXRSMXBqeFJVQnpDN1ZWdy1PdnlvRGRyQ1hFUFprUl9kUG0tR1cydGZiZVh1U0VZNDRFNUhjTHMxRGVhUzltQ2gyZERKMHcxTnFjZGJnVjNLYzZZSDFTVUVmV09PNW5PdGFDempVOE13T182cVhKNDE4?oc=5"",""打开原文"")",2026-07-11T01:42:14+00:00,,,,,
rss-0de333a8c80aadaf,"Stock Market’s Risk Appetite Is Shifting as AI, Iran, and Fed Fears Linger","Warsh’s words are already fighting inflation, Qualcomm diversifies from smartphones, Conagra has a new CEO, and more news to start your day.","Warsh’s words are already fighting inflation, Qualcomm diversifies from smartphones, Conagra has a new CEO, and more news to start your day.","=HYPERLINK(""https://finance.yahoo.com/m/02bab36c-0ee6-3344-a614-08887227c2b2/stock-market%E2%80%99s-risk-appetite.html?.tsrc=rss"",""打开原文"")",2026-06-29T10:28:00+00:00,positive,0,,,
rss-eddaa6c5ddd21c54,"How a $1 Million Dividend Portfolio Can Generate $100,000 Annually","The math is simple. A $1 million portfolio generating $100,000 in annual income requires a blended yield of 10%. That is achievable today, but only by leaning hard into the aggressive end of the dividend spectrum. The question this article answers: what does that portfolio actually look like, and what happens when the highest yielder ... How a $1 Million Dividend Portfolio Can Generate $100,000 Annually","The math is simple. A $1 million portfolio generating $100,000 in annual income requires a blended yield of 10%. That is achievable today, but only by leaning hard into the aggressive end of the dividend spectrum. The question this article answers: what does that portfolio actually look like, and what happens when the highest yielder ... How a $1 Million Dividend Portfolio Can Generate $100,000 Annually","=HYPERLINK(""https://247wallst.com/investing/2026/07/09/a-1-million-dividend-portfolio-generating-100000-annually-what-happens-when-your-highest-yielder-cuts-the-payout/?.tsrc=rss"",""打开原文"")",2026-07-09T12:30:34+00:00,positive,0,,,
rss-1950549fc790decc,4 Top-Ranked Internet Stocks With Solid Upside Potential to Buy Now,"Datadog joins three other Internet stocks positioned for AI-led growth as cloud demand, enterprise adoption and platform innovation gather pace in 2026.","Datadog joins three other Internet stocks positioned for AI-led growth as cloud demand, enterprise adoption and platform innovation gather pace in 2026.","=HYPERLINK(""https://finance.yahoo.com/markets/stocks/articles/4-top-ranked-internet-stocks-150100596.html?.tsrc=rss"",""打开原文"")",2026-07-09T15:01:00+00:00,positive,0,,,
rss-cf01199435cd1fe0,SK Hynix Listing Closes Gap With Micron. The Korean Stock Is Still the Better Bet.,SK Hynix’s U.S. listing has narrowed its valuation gap with rival Micron Technology. The new stock is still compelling.,SK Hynix’s U.S. listing has narrowed its valuation gap with rival Micron Technology. The new stock is still compelling.,"=HYPERLINK(""https://finance.yahoo.com/m/d9353916-2119-3815-94ff-f2b00ac42cc7/sk-hynix-listing-closes-gap.html?.tsrc=rss"",""打开原文"")",2026-07-10T16:51:00+00:00,positive,1,,,
rss-a068954cb72c2a22,Citi Cuts PT on Noble Corporation (NE) – Here’s Why,"Noble Corporation plc (NYSE:NE) is one of the best oil and gas stocks to buy for the next decade. Citi cut the price target on Noble Corporation plc (NYSE:NE) to $45 from $52 on June 30 and maintained a Neutral rating on the shares. The rating update came after the meeting with management, with the firm […]","Noble Corporation plc (NYSE:NE) is one of the best oil and gas stocks to buy for the next decade. Citi cut the price target on Noble Corporation plc (NYSE:NE) to $45 from $52 on June 30 and maintained a Neutral rating on the shares. The rating update came after the meeting with management, with the firm […]","=HYPERLINK(""https://finance.yahoo.com/markets/stocks/articles/citi-cuts-pt-noble-corporation-170232174.html?.tsrc=rss"",""打开原文"")",2026-07-06T17:02:32+00:00,negative,0,regulatory risk,0,
rss-d304e6da274fa6d5,Can Chevron's Microsoft Partnership Power the Next Leg of Growth?,"CVX's 20-year Microsoft power deal taps AI data center demand, adding a potential long-term cash flow stream beyond its core oil business.","CVX's 20-year Microsoft power deal taps AI data center demand, adding a potential long-term cash flow stream beyond its core oil business.","=HYPERLINK(""https://finance.yahoo.com/energy/articles/chevrons-microsoft-partnership-power-next-132800261.html?.tsrc=rss"",""打开原文"")",2026-07-10T13:28:00+00:00,positive,1,,,
rss-628b2802f131ae36,3 REITs to Buy for Passive Income in July,"Income investors entering July 2026 are getting a friendlier setup than they had six months ago. The 10-year Treasury yield sits at 4%, down from its May 19 peak of 5%, and the Fed Funds upper bound has held at 4% for six months after two cuts in late 2025. Falling rates lower refinancing pressure ... 3 REITs to Buy for Passive Income in July","Income investors entering July 2026 are getting a friendlier setup than they had six months ago. The 10-year Treasury yield sits at 4%, down from its May 19 peak of 5%, and the Fed Funds upper bound has held at 4% for six months after two cuts in late 2025. Falling rates lower refinancing pressure ... 3 REITs to Buy for Passive Income in July","=HYPERLINK(""https://247wallst.com/investing/2026/07/03/3-reits-to-buy-for-passive-income-in-july/?.tsrc=rss"",""打开原文"")",2026-07-03T13:15:30+00:00,positive,0,,,
rss-d5c105c9fd5eb82e,What Sustainability in Practice Looked Like at Tandem Global Conference 2026,"NORTHAMPTON, MA / ACCESS Newswire / July 8, 2026 / Sustainability is increasingly defined not by commitments alone, but by how organizations put them into practice. At the 2026 Tandem Global Conference in Austin, Texas, leaders from business, government, ...","NORTHAMPTON, MA / ACCESS Newswire / July 8, 2026 / Sustainability is increasingly defined not by commitments alone, but by how organizations put them into practice. At the 2026 Tandem Global Conference in Austin, Texas, leaders from business, government, ...","=HYPERLINK(""https://finance.yahoo.com/technology/ai/articles/sustainability-practice-looked-tandem-global-183500789.html?.tsrc=rss"",""打开原文"")",2026-07-08T18:35:00+00:00,neutral,0,,,
rss-98fbf11ce957dc87,2 Cash-Producing Stocks to Keep an Eye On and 1 We Brush Off,"While strong cash flow is a key indicator of stability, it doesn’t always translate to superior returns. Some cash-heavy businesses struggle with inefficient spending, slowing demand, or weak competitive positioning.","While strong cash flow is a key indicator of stability, it doesn’t always translate to superior returns. Some cash-heavy businesses struggle with inefficient spending, slowing demand, or weak competitive positioning.","=HYPERLINK(""https://finance.yahoo.com/markets/stocks/articles/2-cash-producing-stocks-keep-141806248.html?.tsrc=rss"",""打开原文"")",2026-07-03T14:18:06+00:00,neutral,0,,,
rss-af256bd16ea81cbe,BHP Wins First Approval for Up to $14.7 Billion Escondida Expansion,"Chile approves early-stage work, supporting BHP's long-term copper expansion strategy at its flagship Escondida mine.","Chile approves early-stage work, supporting BHP's long-term copper expansion strategy at its flagship Escondida mine.","=HYPERLINK(""https://finance.yahoo.com/markets/commodities/articles/bhp-wins-first-approval-14-191554655.html?.tsrc=rss"",""打开原文"")",2026-07-07T19:15:54+00:00,positive,1,,,
rss-6373d81727a51184,Johnson & Johnson (JNJ) Could Be 34% Below Fair Value Following IMAAVY Update,"Johnson & Johnson (JNJ) has become a talking point after presenting new IMAAVY data for generalized myasthenia gravis at the European Academy of Neurology Congress, giving investors fresh information on its autoimmune portfolio. See our latest analysis for Johnson & Johnson. The IMAAVY update lands at a time when Johnson & Johnson shares have strong momentum, with an 11.41% 30 day share price return and a 25.07% year to date share price return, alongside a 71.19% 1 year total shareholder...","Johnson & Johnson (JNJ) has become a talking point after presenting new IMAAVY data for generalized myasthenia gravis at the European Academy of Neurology Congress, giving investors fresh information on its autoimmune portfolio. See our latest analysis for Johnson & Johnson. The IMAAVY update lands at a time when Johnson & Johnson shares have strong momentum, with an 11.41% 30 day share price return and a 25.07% year to date share price return, alongside a 71.19% 1 year total shareholder...","=HYPERLINK(""https://finance.yahoo.com/markets/stocks/articles/johnson-johnson-jnj-could-34-191819967.html?.tsrc=rss"",""打开原文"")",2026-07-07T19:18:19+00:00,negative,1,valuation risk,0,
rss-c2b07da357aff1f0,"Why Figma Is a Better AI Bet Than Adobe, According to BofA",BofA Securities analyst Tal Llani assigned Figma a Buy rating with a $30 price target and gave Adobe an Underperform rating with a $190 target.,BofA Securities analyst Tal Llani assigned Figma a Buy rating with a $30 price target and gave Adobe an Underperform rating with a $190 target.,"=HYPERLINK(""https://finance.yahoo.com/m/49432956-d709-3b8b-bcf8-e29bebad127c/why-figma-is-a-better-ai-bet.html?.tsrc=rss"",""打开原文"")",2026-07-07T18:56:00+00:00,positive,0,,,
rss-e6f0044899de7af6,FAA said to bar employees from buying SpaceX shares,"Investing.com -- Federal Aviation Administration workers cannot purchase or own shares in SpaceX following the company's public debut earlier this month, Politico reported Tuesday citing an internal agency document.","Investing.com -- Federal Aviation Administration workers cannot purchase or own shares in SpaceX following the company's public debut earlier this month, Politico reported Tuesday citing an internal agency document.","=HYPERLINK(""https://finance.yahoo.com/markets/stocks/articles/faa-said-bar-employees-buying-205501828.html?.tsrc=rss"",""打开原文"")",2026-06-30T20:55:01+00:00,negative,1,regulatory risk,0,
